# ========
# captured on: Mon Jul 15 18:46:18 2013
# hostname : venture
# os release : 3.5.0-23-generic
# perf version : 3.5.7.2
# arch : x86_64
# nrcpus online : 8
# nrcpus avail : 8
# cpudesc : Intel(R) Core(TM) i7 CPU 870 @ 2.93GHz
# cpuid : GenuineIntel,6,30,5
# total memory : 3982968 kB
# cmdline : /usr/bin/perf_3.5.0-23 record ./out/Release/bench --repeat 10 --match bitmap_8888_update --timers wcg 
# event : name = cycles, type = 0, config = 0x0, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, id = { 398, 399, 400, 401, 402, 403, 404, 405 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# ========
#
# Samples: 32K of event 'cycles'
# Event count (approx.): 27329991817
#
# Overhead  Command            Shared Object                                                                                                                                                                                                                                                     Symbol
# ........  .......  .......................  .........................................................................................................................................................................................................................................................
#
     0.06%    bench  bench                    [.] GrGLProgramDesc::Build(GrDrawState const&, bool, GrDrawState::BlendOptFlags, GrBlendCoeff, GrBlendCoeff, GrGpuGL const*, GrDeviceCoordTexture const*, SkTArray<GrEffectStage const*, true>*, SkTArray<GrEffectStage const*, true>*, GrGLProgramDesc*)
     0.06%    bench  bench                    [.] SkMatrix::invertNonIdentity(SkMatrix*) const                                                                                                                                                                                                         
     0.06%    bench  libpthread-2.15.so       [.] pthread_mutex_lock                                                                                                                                                                                                                                   
     0.06%    bench  bench                    [.] SkGpuDevice::drawBitmapCommon(SkDraw const&, SkBitmap const&, SkRect const*, SkMatrix const&, SkPaint const&)                                                                                                                                        
     0.05%    bench  ld-2.15.so               [.] 0x00000000000188dc                                                                                                                                                                                                                                   
     0.05%    bench  libdrm.so.2.4.0          [.] drmIoctl                                                                                                                                                                                                                                             
     0.05%    bench  libdricore.so            [.] _mesa_DeleteTextures                                                                                                                                                                                                                                 
     0.05%    bench  bench                    [.] GrDrawState::setFromPaint(GrPaint const&, SkMatrix const&, GrRenderTarget*)                                                                                                                                                                          
     0.05%    bench  bench                    [.] GrInOrderDrawBuffer::onDraw(GrDrawTarget::DrawInfo const&)                                                                                                                                                                                           
     0.05%    bench  libdricore.so            [.] _mesa_error_check_format_and_type                                                                                                                                                                                                                    
     0.05%    bench  bench                    [.] SkRectClipBlitter::blitAntiH(int, int, unsigned char const*, short const*)                                                                                                                                                                           
     0.05%    bench  libGL.so.1.2             [.] 0x000000000004184e                                                                                                                                                                                                                                   
     0.05%    bench  libc-2.15.so             [.] malloc                                                                                                                                                                                                                                               
     0.05%    bench  nouveau_dri.so           [.] nv50_draw_vbo                                                                                                                                                                                                                                        
     0.05%    bench  nouveau_dri.so           [.] nv50_miptree_transfer_new                                                                                                                                                                                                                            
     0.05%    bench  libpthread-2.15.so       [.] pthread_getspecific                                                                                                                                                                                                                                  
     0.04%    bench  libgallium.so            [.] st_draw_vbo                                                                                                                                                                                                                                          
     0.04%    bench  libdricore.so            [.] _mesa_delete_texture_object                                                                                                                                                                                                                          
     0.04%    bench  bench                    [.] SkBitmap::SkBitmap()                                                                                                                                                                                                                                 
     0.04%    bench  bench                    [.] GrContext::drawRectToRect(GrPaint const&, SkRect const&, SkRect const&, SkMatrix const*, SkMatrix const*)                                                                                                                                            
     0.04%    bench  libpthread-2.15.so       [.] pthread_once                                                                                                                                                                                                                                         
     0.04%    bench  bench                    [.] _ZN15GrResourceCache13purgeAsNeededEv.part.22                                                                                                                                                                                                        
     0.04%    bench  nouveau_dri.so           [.] nv50_m2mf_transfer_rect                                                                                                                                                                                                                              
     0.04%    bench  bench                    [.] _ZN11SkGpuDevice18internalDrawBitmapERK8SkBitmapRK6SkRectRK8SkMatrixRK15GrTextureParamsP7GrPaint.constprop.105                                                                                                                                       
     0.04%    bench  bench                    [.] GrLockAndRefCachedBitmapTexture(GrContext*, SkBitmap const&, GrTextureParams const*)                                                                                                                                                                 
     0.04%    bench  libc-2.15.so             [.] ioctl                                                                                                                                                                                                                                                
     0.04%    bench  bench                    [.] GrGpuGL::flushGraphicsState(GrGpu::DrawType, GrDeviceCoordTexture const*)                                                                                                                                                                            
     0.04%    bench  bench                    [.] GrGpu::onDraw(GrDrawTarget::DrawInfo const&)                                                                                                                                                                                                         
     0.04%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_bo_ref                                                                                                                                                                                                                                       
     0.04%    bench  bench                    [.] SkRTree::chooseSubtree(SkRTree::Node*, SkRTree::Branch*)                                                                                                                                                                                             
     0.04%    bench  bench                    [.] GrInOrderDrawBuffer::geometrySourceWillPush()                                                                                                                                                                                                        
     0.04%    bench  bench                    [.] GrTHashTable<GrResourceEntry, GrResourceKey, 8ul>::searchArray(GrResourceKey const&) const                                                                                                                                                           
     0.04%    bench  bench                    [.] SkMatrix::setConcat(SkMatrix const&, SkMatrix const&)                                                                                                                                                                                                
     0.04%    bench  bench                    [.] GrInOrderDrawBuffer::recordState()                                                                                                                                                                                                                   
     0.03%    bench  libc-2.15.so             [.] __libc_calloc                                                                                                                                                                                                                                        
     0.03%    bench  bench                    [.] GrGLProgram::setData(GrGpuGL*, GrDrawState::BlendOptFlags, GrEffectStage const**, GrEffectStage const**, GrDeviceCoordTexture const*, GrGLProgram::SharedGLState*)                                                                                   
     0.03%    bench  libdricore.so            [.] _mesa_PixelStorei                                                                                                                                                                                                                                    
     0.03%    bench  bench                    [.] GrInOrderDrawBuffer::recordDraw(GrDrawTarget::DrawInfo const&)                                                                                                                                                                                       
     0.03%    bench  libdricore.so            [.] vbo_bind_arrays                                                                                                                                                                                                                                      
     0.03%    bench  libdricore.so            [.] _mesa_BindTexture                                                                                                                                                                                                                                    
     0.03%    bench  libm-2.15.so             [.] 0x000000000002e846                                                                                                                                                                                                                                   
     0.03%    bench  libdricore.so            [.] _mesa_HashLookup                                                                                                                                                                                                                                     
     0.03%    bench  nouveau_dri.so           [.] nv50_miptree_create                                                                                                                                                                                                                                  
     0.03%    bench  bench                    [.] GrMemoryPool::allocate(unsigned long)                                                                                                                                                                                                                
     0.03%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_pushbuf_flush                                                                                                                                                                                                                                
     0.03%    bench  libgallium.so            [.] st_finalize_texture                                                                                                                                                                                                                                  
     0.03%    bench  bench                    [.] SkBlitter::blitV(int, int, int, unsigned char)                                                                                                                                                                                                       
     0.03%    bench  nouveau_dri.so           [.] nv50_vertex_arrays_validate                                                                                                                                                                                                                          
     0.03%    bench  bench                    [.] SkBitmap::unlockPixels() const                                                                                                                                                                                                                       
     0.03%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_pushbuf_emit_reloc                                                                                                                                                                                                                           
     0.03%    bench  bench                    [.] GrDrawState::AutoViewMatrixRestore::restore()                                                                                                                                                                                                        
     0.03%    bench  bench                    [.] SkDevice::onAccessBitmap(SkBitmap*)                                                                                                                                                                                                                  
     0.03%    bench  bench                    [.] GrDrawState::AutoViewMatrixRestore::doEffectCoordChanges(SkMatrix const&)                                                                                                                                                                            
     0.03%    bench  bench                    [.] GrGpuGL::bindTexture(int, GrTextureParams const&, GrGLTexture*)                                                                                                                                                                                      
     0.03%    bench  bench                    [.] GrInOrderDrawBuffer::reset()                                                                                                                                                                                                                         
     0.03%    bench  nouveau_dri.so           [.] nv50_m2mf_rect_setup                                                                                                                                                                                                                                 
     0.03%    bench  bench                    [.] SkDraw::SkDraw()                                                                                                                                                                                                                                     
     0.02%    bench  bench                    [.] GrTexture::ComputeKey(GrGpu const*, GrTextureParams const*, GrTextureDesc const&, GrCacheID const&)                                                                                                                                                  
     0.02%    bench  libgallium.so            [.] st_validate_state                                                                                                                                                                                                                                    
     0.02%    bench  bench                    [.] SkBitmap::freePixels()                                                                                                                                                                                                                               
     0.02%    bench  libgallium.so            [.] util_format_description                                                                                                                                                                                                                              
     0.02%    bench  bench                    [.] GrGpuGL::setupGeometry(GrDrawTarget::DrawInfo const&, unsigned long*)                                                                                                                                                                                
     0.02%    bench  libdricore.so            [.] _mesa_bytes_per_pixel                                                                                                                                                                                                                                
     0.02%    bench  bench                    [.] GrGpuGL::flushScissor()                                                                                                                                                                                                                              
     0.02%    bench  bench                    [.] SkPath::lineTo(float, float)                                                                                                                                                                                                                         
     0.02%    bench  nouveau_dri.so           [.] nv50_miptree_transfer_del                                                                                                                                                                                                                            
     0.02%    bench  bench                    [.] _ZN9GrContext13prepareToDrawEPK7GrPaintNS_12BufferedDrawEPNS_18AutoRestoreEffectsE.constprop.82                                                                                                                                                      
     0.02%    bench  bench                    [.] GrTAllocator<GrDrawState::DeferredState>::reset()                                                                                                                                                                                                    
     0.02%    bench  libgallium.so            [.] st_flush_bitmap_cache                                                                                                                                                                                                                                
     0.02%    bench  bench                    [.] _ZNK19GrInOrderDrawBuffer13needsNewStateEv.part.83                                                                                                                                                                                                   
     0.02%    bench  bench                    [.] SkBitmap::isVolatile() const                                                                                                                                                                                                                         
     0.02%    bench  libstdc++.so.6.0.16      [.] operator new(unsigned long)                                                                                                                                                                                                                          
     0.02%    bench  bench                    [.] GrClipMaskManager::setupClipping(GrClipData const*, GrDrawState::AutoRestoreEffects*)                                                                                                                                                                
     0.02%    bench  bench                    [.] SkScan::AntiFillPath(SkPath const&, SkRegion const&, SkBlitter*, bool)                                                                                                                                                                               
     0.02%    bench  libc-2.15.so             [.] mmap64                                                                                                                                                                                                                                               
     0.02%    bench  libdricore.so            [.] _mesa_update_tnl_spaces                                                                                                                                                                                                                              
     0.02%    bench  libdricore.so            [.] _mesa_texstore                                                                                                                                                                                                                                       
     0.02%    bench  bench                    [.] GrTexture::sizeInBytes() const                                                                                                                                                                                                                       
     0.02%    bench  bench                    [.] SkMatrix::RotTrans_pts(SkMatrix const&, SkPoint*, SkPoint const*, int)                                                                                                                                                                               
     0.02%    bench  libglapi.so.0.0.0        [.] 0x000000000000de87                                                                                                                                                                                                                                   
     0.02%    bench  bench                    [.] SkTLS::Get(void* (*)(), void (*)(void*))                                                                                                                                                                                                             
     0.02%    bench  libdricore.so            [.] _mesa_BindBufferARB                                                                                                                                                                                                                                  
     0.02%    bench  bench                    [.] GrDrawState::operator=(GrDrawState const&)                                                                                                                                                                                                           
     0.02%    bench  libglsl.so               [.] 0x0000000000081b78                                                                                                                                                                                                                                   
     0.02%    bench  bench                    [.] GrInOrderDrawBuffer::willReserveVertexAndIndexSpace(int, int)                                                                                                                                                                                        
     0.02%    bench  bench                    [.] GrGpu::geometrySourceWillPush()                                                                                                                                                                                                                      
     0.02%    bench  nouveau_dri.so           [.] util_copy_rect                                                                                                                                                                                                                                       
     0.02%    bench  nouveau_dri.so           [.] nouveau_mm_allocate                                                                                                                                                                                                                                  
     0.02%    bench  bench                    [.] SkBitmapProcState::chooseProcs(SkMatrix const&, SkPaint const&)                                                                                                                                                                                      
     0.02%    bench  bench                    [.] GrDrawState::getVertexSize() const                                                                                                                                                                                                                   
     0.02%    bench  bench                    [.] GrInOrderDrawBuffer::geometrySourceWillPop(GrDrawTarget::GeometrySrcState const&)                                                                                                                                                                    
     0.02%    bench  bench                    [.] _ZNK8SkCanvas11quickRejectERK6SkRect.part.51                                                                                                                                                                                                         
     0.02%    bench  nouveau_dri.so           [.] nv50_state_validate                                                                                                                                                                                                                                  
     0.02%    bench  bench                    [.] SkMatrix::I()                                                                                                                                                                                                                                        
     0.02%    bench  bench                    [.] GrSimpleTextureEffect::getFactory() const                                                                                                                                                                                                            
     0.02%    bench  bench                    [.] SkCanvas::canvasForDrawIter()                                                                                                                                                                                                                        
     0.02%    bench  libdricore.so            [.] _mesa_select_tex_object                                                                                                                                                                                                                              
     0.02%    bench  nouveau_dri.so           [.] util_format_description                                                                                                                                                                                                                              
     0.02%    bench  bench                    [.] _ZNK8SkMatrix15computeTypeMaskEv.part.13                                                                                                                                                                                                             
     0.02%    bench  nouveau_dri.so           [.] sched_yield@plt                                                                                                                                                                                                                                      
     0.02%    bench  bench                    [.] GrGLBufferImpl::bind(GrGpuGL*) const                                                                                                                                                                                                                 
     0.02%    bench  bench                    [.] GrDrawState::srcAlphaWillBeOne() const                                                                                                                                                                                                               
     0.02%    bench  libdricore.so            [.] _mesa_test_texobj_completeness                                                                                                                                                                                                                       
     0.02%    bench  bench                    [.] GrGpuGL::HWGeometryState::bindArrayAndBuffersToDraw(GrGpuGL*, GrGLVertexBuffer const*, GrGLIndexBuffer const*)                                                                                                                                       
     0.02%    bench  bench                    [.] GrTexture::ComputeScratchKey(GrTextureDesc const&)                                                                                                                                                                                                   
     0.02%    bench  libpthread-2.15.so       [.] pthread_mutex_init                                                                                                                                                                                                                                   
     0.02%    bench  bench                    [.] SkXfermode::AsMode(SkXfermode const*, SkXfermode::Mode*)                                                                                                                                                                                             
     0.02%    bench  bench                    [.] GrBufferAllocPool::unlock()                                                                                                                                                                                                                          
     0.02%    bench  nouveau_dri.so           [.] u_transfer_map_vtbl                                                                                                                                                                                                                                  
     0.02%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_bo_new_tile                                                                                                                                                                                                                                  
     0.02%    bench  bench                    [.] SkRefCnt::internal_dispose() const                                                                                                                                                                                                                   
     0.02%    bench  bench                    [.] SkDraw::ComputeRectType(SkPaint const&, SkMatrix const&, SkPoint*)                                                                                                                                                                                   
     0.02%    bench  bench                    [.] SkDevice::drawBitmap(SkDraw const&, SkBitmap const&, SkIRect const*, SkMatrix const&, SkPaint const&)                                                                                                                                                
     0.02%    bench  bench                    [.] GrContext::getQuadIndexBuffer() const                                                                                                                                                                                                                
     0.02%    bench  bench                    [.] SkCanvas::updateDeviceCMCache()                                                                                                                                                                                                                      
     0.02%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_pushbuf_submit                                                                                                                                                                                                                               
     0.02%    bench  bench                    [.] GrDrawState::getBlendOpts(bool, GrBlendCoeff*, GrBlendCoeff*) const                                                                                                                                                                                  
     0.02%    bench  libdricore.so            [.] _mesa_base_tex_format                                                                                                                                                                                                                                
     0.02%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_bo_map_range                                                                                                                                                                                                                                 
     0.02%    bench  libdricore.so            [.] _mesa_TexParameteri                                                                                                                                                                                                                                  
     0.02%    bench  libdrm.so.2.4.0          [.] drmCommandWrite                                                                                                                                                                                                                                      
     0.02%    bench  bench                    [.] SkPixelRef::getTexture()                                                                                                                                                                                                                             
     0.02%    bench  bench                    [.] SkPath::transform(SkMatrix const&, SkPath*) const                                                                                                                                                                                                    
     0.02%    bench  bench                    [.] GrGLTexture::GrGLTexture(GrGpuGL*, GrGLTexture::Desc const&)                                                                                                                                                                                         
     0.02%    bench  bench                    [.] GrGpuGL::flushMiscFixedFunctionState()                                                                                                                                                                                                               
     0.02%    bench  libdricore.so            [.] _mesa_HashInsert                                                                                                                                                                                                                                     
     0.02%    bench  bench                    [.] GrTexture::writePixels(int, int, int, int, GrPixelConfig, void const*, unsigned long, unsigned int)                                                                                                                                                  
     0.02%    bench  libgallium.so            [.] st_ChooseTextureFormat                                                                                                                                                                                                                               
     0.02%    bench  bench                    [.] SkEdgeBuilder::buildPoly(SkPath const&, SkIRect const*, int)                                                                                                                                                                                         
     0.02%    bench  bench                    [.] SkDevice::accessBitmap(bool)                                                                                                                                                                                                                         
     0.02%    bench  bench                    [.] SkBitmap::updatePixelsFromRef() const                                                                                                                                                                                                                
     0.02%    bench  bench                    [.] GrGpuGL::onWriteTexturePixels(GrTexture*, int, int, int, int, GrPixelConfig, void const*, unsigned long)                                                                                                                                             
     0.02%    bench  bench                    [.] SkMatrix::mapPoints(SkPoint*, SkPoint const*, int) const                                                                                                                                                                                             
     0.02%    bench  libdricore.so            [.] _mesa_validate_DrawElements                                                                                                                                                                                                                          
     0.01%    bench  libexpat.so.1.5.2        [.] 0x000000000000fa4d                                                                                                                                                                                                                                   
     0.01%    bench  libdricore.so            [.] _mesa_sizeof_type                                                                                                                                                                                                                                    
     0.01%    bench  bench                    [.] SkPaint::nothingToDraw() const                                                                                                                                                                                                                       
     0.01%    bench  libgallium.so            [.] st_choose_format                                                                                                                                                                                                                                     
     0.01%    bench  bench                    [.] GrGLProgram::setCoverage(GrDrawState const&, unsigned int, GrGLProgram::SharedGLState*)                                                                                                                                                              
     0.01%    bench  bench                    [.] GrInOrderDrawBuffer::clipWillBeSet(GrClipData const*)                                                                                                                                                                                                
     0.01%    bench  bench                    [.] GrGLProgram::setMatrixAndRenderTargetHeight(GrDrawState const&)                                                                                                                                                                                      
     0.01%    bench  bench                    [.] GrBufferAllocPool::createBlock(unsigned long)                                                                                                                                                                                                        
     0.01%    bench  bench                    [.] SkChunkAlloc::alloc(unsigned long, SkChunkAlloc::AllocFailType)                                                                                                                                                                                      
     0.01%    bench  bench                    [.] Sprite_D32_S32::blitRect(int, int, int, int)                                                                                                                                                                                                         
     0.01%    bench  bench                    [.] GrGLEffectMatrix::setData(GrGLUniformManager const&, SkMatrix const&, GrDrawEffect const&, GrTexture const*)                                                                                                                                         
     0.01%    bench  bench                    [.] SkMatrix::setTranslate(float, float)                                                                                                                                                                                                                 
     0.01%    bench  bench                    [.] GrDrawTarget::setIndexSourceToBuffer(GrIndexBuffer const*)                                                                                                                                                                                           
     0.01%    bench  bench                    [.] SkPixelRef::unlockPixels()                                                                                                                                                                                                                           
     0.01%    bench  bench                    [.] GrEffectRef::~GrEffectRef()                                                                                                                                                                                                                          
     0.01%    bench  bench                    [.] GrSimpleTextureEffect::~GrSimpleTextureEffect()                                                                                                                                                                                                      
     0.01%    bench  bench                    [.] GrDrawTarget::drawIndexedInstances(GrPrimitiveType, int, int, int, SkRect const*)                                                                                                                                                                    
     0.01%    bench  libdricore.so            [.] _mesa_components_in_format                                                                                                                                                                                                                           
     0.01%    bench  bench                    [.] SkRTree::distributeChildren(SkRTree::Branch*)                                                                                                                                                                                                        
     0.01%    bench  bench                    [.] GrClipMaskManager::setGpuStencil()                                                                                                                                                                                                                   
     0.01%    bench  nouveau_dri.so           [.] nv50_bufctx_emit_relocs                                                                                                                                                                                                                              
     0.01%    bench  bench                    [.] GrResourceCache::makeNonExclusive(GrResourceEntry*)                                                                                                                                                                                                  
     0.01%    bench  bench                    [.] SkGpuDevice::prepareDraw(SkDraw const&, bool)                                                                                                                                                                                                        
     0.01%    bench  libGL.so.1.2             [.] glGenTextures                                                                                                                                                                                                                                        
     0.01%    bench  bench                    [.] GrSingleTextureEffect::GrSingleTextureEffect(GrTexture*, SkMatrix const&, GrTextureParams const&, GrEffect::CoordsType)                                                                                                                              
     0.01%    bench  bench                    [.] sort_edges(SkEdge**, int, SkEdge**)                                                                                                                                                                                                                  
     0.01%    bench  libgallium.so            [.] st_ChooseTextureFormat_renderable                                                                                                                                                                                                                    
     0.01%    bench  libfontconfig.so.1.4.4   [.] 0x000000000001bc22                                                                                                                                                                                                                                   
     0.01%    bench  bench                    [.] SkPath::close()                                                                                                                                                                                                                                      
     0.01%    bench  bench                    [.] GrDrawState::willEffectReadDstColor() const                                                                                                                                                                                                          
     0.01%    bench  bench                    [.] glBindTexture@plt                                                                                                                                                                                                                                    
     0.01%    bench  bench                    [.] GrGLAttribArrayState::set(GrGpuGL const*, int, GrGLVertexBuffer*, int, unsigned int, unsigned char, int, void*)                                                                                                                                      
     0.01%    bench  libdricore.so            [.] _mesa_is_format_compressed                                                                                                                                                                                                                           
     0.01%    bench  libdricore.so            [.] _mesa_image_image_stride                                                                                                                                                                                                                             
     0.01%    bench  bench                    [.] SkLineClipper::ClipLine(SkPoint const*, SkRect const&, SkPoint*)                                                                                                                                                                                     
     0.01%    bench  bench                    [.] SkPath::Iter::doNext(SkPoint*)                                                                                                                                                                                                                       
     0.01%    bench  libdricore.so            [.] _mesa_GetError                                                                                                                                                                                                                                       
     0.01%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_bo_unmap                                                                                                                                                                                                                                     
     0.01%    bench  bench                    [.] SkBlitter::Choose(SkBitmap const&, SkMatrix const&, SkPaint const&, void*, unsigned long)                                                                                                                                                            
     0.01%    bench  bench                    [.] memcpy@plt                                                                                                                                                                                                                                           
     0.01%    bench  libgallium.so            [.] st_pipe_vertex_format                                                                                                                                                                                                                                
     0.01%    bench  bench                    [.] GrContext::unlockScratchTexture(GrTexture*)                                                                                                                                                                                                          
     0.01%    bench  bench                    [.] SkPath::addRect(float, float, float, float, SkPath::Direction)                                                                                                                                                                                       
     0.01%    bench  bench                    [.] GrDrawTarget::DrawInfo::operator=(GrDrawTarget::DrawInfo const&)                                                                                                                                                                                     
     0.01%    bench  libdricore.so            [.] _mesa_init_teximage_fields                                                                                                                                                                                                                           
     0.01%    bench  bench                    [.] SkGpuDevice::shouldTileBitmap(SkBitmap const&, GrTextureParams const&, SkRect const*) const                                                                                                                                                          
     0.01%    bench  bench                    [.] _ZNK12GrTHashTableI15GrResourceEntry13GrResourceKeyLm8EE4findI21GrTDefaultFindFunctorIS0_EEEPS0_RKS1_RKT_.constprop.24                                                                                                                               
     0.01%    bench  bench                    [.] SkRTree::insert(SkRTree::Node*, SkRTree::Branch*, unsigned short)                                                                                                                                                                                    
     0.01%    bench  libgallium.so            [.] st_mesa_format_to_pipe_format                                                                                                                                                                                                                        
     0.01%    bench  bench                    [.] SkPath::~SkPath()                                                                                                                                                                                                                                    
     0.01%    bench  bench                    [.] GrGLShaderBuilder::KeyForTextureAccess(GrTextureAccess const&, GrGLCaps const&)                                                                                                                                                                      
     0.01%    bench  bench                    [.] GrContext::writeTexturePixels(GrTexture*, int, int, int, int, GrPixelConfig, void const*, unsigned long, unsigned int)                                                                                                                               
     0.01%    bench  bench                    [.] SkTLS::PlatformGetSpecific(bool)                                                                                                                                                                                                                     
