# ========
# captured on: Mon Jul 15 17:55:19 2013
# hostname : venture
# os release : 3.5.0-23-generic
# perf version : 3.5.7.2
# arch : x86_64
# nrcpus online : 8
# nrcpus avail : 8
# cpudesc : Intel(R) Core(TM) i7 CPU 870 @ 2.93GHz
# cpuid : GenuineIntel,6,30,5
# total memory : 3982968 kB
# cmdline : /usr/bin/perf_3.5.0-23 record ./out/Release/bench --repeat 10 --match ovals_1_stroke_4 --config GPU --timers wcg 
# event : name = cycles, type = 0, config = 0x0, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, id = { 166, 167, 168, 169, 170, 171, 172, 173 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# ========
#
# Samples: 2K of event 'cycles'
# Event count (approx.): 1843722371
#
# Overhead  Command            Shared Object                                                                                                                                                                                                                                                     Symbol
# ........  .......  .......................  .........................................................................................................................................................................................................................................................
#
    58.94%    bench  [kernel.kallsyms]        [k] 0xffffffff8103fe1a                                                                                                                                                                                                                                   
     4.91%    bench  bench                    [.] SkA8_Blitter::blitAntiH(int, int, unsigned char const*, short const*)                                                                                                                                                                                
     3.31%    bench  libc-2.15.so             [.] 0x000000000007f5e9                                                                                                                                                                                                                                   
     2.76%    bench  bench                    [.] _ZL10walk_edgesP6SkEdgeN6SkPath8FillTypeEP9SkBlitteriiPFvS4_ibE.isra.3.constprop.29                                                                                                                                                                  
     2.66%    bench  bench                    [.] SkAlphaRuns::Break(short*, unsigned char*, int, int)                                                                                                                                                                                                 
     2.50%    bench  bench                    [.] SkAlphaRuns::add(int, unsigned int, int, unsigned int, unsigned int, int)                                                                                                                                                                            
     1.53%    bench  bench                    [.] SuperBlitter::blitH(int, int, int)                                                                                                                                                                                                                   
     0.97%    bench  libdricore.so            [.] 0x000000000015dffc                                                                                                                                                                                                                                   
     0.86%    bench  ld-2.15.so               [.] 0x000000000000bf12                                                                                                                                                                                                                                   
     0.83%    bench  libgallium.so            [.] 0x0000000000111b15                                                                                                                                                                                                                                   
     0.60%    bench  bench                    [.] SkRTree::chooseSubtree(SkRTree::Node*, SkRTree::Branch*)                                                                                                                                                                                             
     0.59%    bench  libGL.so.1.2             [.] 0x000000000004176f                                                                                                                                                                                                                                   
     0.47%    bench  bench                    [.] SkQuadraticEdge::updateQuadratic()                                                                                                                                                                                                                   
     0.42%    bench  bench                    [.] void SkTIntroSort<SkEdge*, SkTPointerCompareLT<SkEdge> >(int, SkEdge**, SkEdge**, SkTPointerCompareLT<SkEdge>)                                                                                                                                       
     0.38%    bench  bench                    [.] _ZN13SkPathStroker7quad_toEPK7SkPointRS1_S3_PS0_S4_i.constprop.23                                                                                                                                                                                    
     0.37%    bench  bench                    [.] SkPath::quadTo(float, float, float, float)                                                                                                                                                                                                           
     0.37%    bench  libc-2.15.so             [.] malloc                                                                                                                                                                                                                                               
     0.28%    bench  bench                    [.] SkPath::Iter::doNext(SkPoint*)                                                                                                                                                                                                                       
     0.26%    bench  nouveau_dri.so           [.] 0x000000000003d37f                                                                                                                                                                                                                                   
     0.24%    bench  bench                    [.] sk_atomic_dec(int*)                                                                                                                                                                                                                                  
     0.23%    bench  nouveau_dri.so           [.] nv50_vertex_arrays_validate                                                                                                                                                                                                                          
     0.23%    bench  libgallium.so            [.] st_draw_vbo                                                                                                                                                                                                                                          
     0.23%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_reloc_emit                                                                                                                                                                                                                                   
     0.23%    bench  bench                    [.] SkQuadraticEdge::setQuadratic(SkPoint const*, int)                                                                                                                                                                                                   
     0.19%    bench  bench                    [.] SkRTree::distributeChildren(SkRTree::Branch*)                                                                                                                                                                                                        
     0.19%    bench  libdricore.so            [.] _mesa_update_texture                                                                                                                                                                                                                                 
     0.19%    bench  bench                    [.] GrInOrderDrawBuffer::flush()                                                                                                                                                                                                                         
     0.19%    bench  libdricore.so            [.] _mesa_update_state_locked                                                                                                                                                                                                                            
     0.19%    bench  bench                    [.] SkRectClipBlitter::blitAntiH(int, int, unsigned char const*, short const*)                                                                                                                                                                           
     0.18%    bench  libc-2.15.so             [.] __libc_calloc                                                                                                                                                                                                                                        
     0.18%    bench  bench                    [.] SkFixedMul_portable(int, int)                                                                                                                                                                                                                        
     0.18%    bench  bench                    [.] SkBlitter::Choose(SkBitmap const&, SkMatrix const&, SkPaint const&, void*, unsigned long)                                                                                                                                                            
     0.16%    bench  libc-2.15.so             [.] vfprintf                                                                                                                                                                                                                                             
     0.14%    bench  bench                    [.] GrSWMaskHelper::DrawPathMaskToTexture(GrContext*, SkPath const&, SkStrokeRec const&, SkIRect const&, bool, SkMatrix*)                                                                                                                                
     0.14%    bench  bench                    [.] GrInOrderDrawBuffer::reset()                                                                                                                                                                                                                         
     0.14%    bench  libglsl.so               [.] ir_variable_refcount_visitor::get_variable_entry(ir_variable*)                                                                                                                                                                                       
     0.14%    bench  bench                    [.] GrInOrderDrawBuffer::recordDraw(GrDrawTarget::DrawInfo const&)                                                                                                                                                                                       
     0.14%    bench  bench                    [.] GrGpuGL::flushGraphicsState(GrGpu::DrawType, GrDeviceCoordTexture const*)                                                                                                                                                                            
